season,rank,runner_id,player_name,sprint_speed,jump_time,primary_lead,lead_gain,avg_pre_release_velocity,avg_post_release_distance,avg_pop_faced,SB,CS,real_sb_pct,sb_residual,avg_pre_release_velocity
2021,9,592663,J.T. Realmuto,28.8,1.81,12.115241176,4.642758824,3.5713529415384615,52.46208,1.98,13,3,0.8044426941757675,0.027978618564038382,3.5713529415384615
2021,10,547180,Bryce Harper,27.8,1.78,11.668186722,4.916755187,3.53556941605209,52.11596499999999,2.005,13,3,0.8044426941757675,0.044387585819481434,3.53556941605209
2021,11,650402,Gleyber Torres,27.0,1.83,10.310364407,4.591076271,3.5315971315384616,48.402899999999995,1.97,14,6,0.7157318631076447,-0.03980871033339384,3.5315971315384616
2021,12,643396,Isiah Kiner-Falefa,28.0,1.8,12.344880734,4.535688073,3.4889908253846156,51.34675,1.9825,20,5,0.7964432192563706,0.03406327732556336,3.4889908253846156
2021,13,665487,Fernando Tatis Jr.,29.2,1.77,11.307440154,4.53011583,3.4847044846153845,54.62152,1.99,25,4,0.849802840520327,0.06342581843843431,3.4847044846153845
2021,14,664023,Ian Happ,27.7,1.78,10.538212454,4.404992674,3.388455903076923,51.79899999999999,2.0,9,2,0.8058310361056948,0.04675891455981329,3.388455903076923
2021,15,664023,Ian Happ,27.7,1.83,10.538212454,4.404992674,3.388455903076923,51.79899999999999,2.0,9,2,0.8058310361056948,0.04675891455981329,3.388455903076923
2022,1,605141,Mookie Betts,27.4,1.81,12.429531646,5.642240506,4.3401850046153845,48.90351999999999,1.94,12,2,0.8364892935626904,0.07964841254059563,4.3401850046153845
2022,2,665862,Jazz Chisholm Jr.,29.3,1.73,12.165130769,5.637923077,4.236939098641823,55.5528,1.975,12,5,0.7224225717132327,-0.06673173694762857,4.236939098641823
2022,3,624428,Adam Frazier,26.8,1.8,12.576537879,5.210234848,4.007872959999999,48.34049999999999,1.95,11,6,0.6769680262586871,-0.07864011329924925,4.007872959999999
2022,4,593428,Xander Bogaerts,27.9,1.82,12.125084821,4.347678571,3.977748006404392,51.82285499999999,2.03,8,2,0.7928864385127412,0.03172872336148047,3.977748006404392
2022,5,608070,José Ramírez,28.5,1.74,12.295364583,5.031840278,3.8706463676923075,53.074124999999995,1.95,20,7,0.7466655180528474,-0.023619857544253886,3.8706463676923075
2022,6,608070,José Ramírez,28.5,1.82,12.295364583,5.031840278,3.8706463676923075,50.85112499999999,1.95,20,7,0.7466655180528474,-0.023619857544253886,3.8706463676923075
2022,7,547180,Bryce Harper,27.6,1.79,11.668186722,4.916755187,3.7821193746153843,50.0526,1.95,11,4,0.7446648288845559,-0.013543925835492132,3.7821193746153843
2022,8,650402,Gleyber Torres,26.9,1.85,10.310364407,4.591076271,3.6472679857127503,48.29894999999999,1.9949999999999999,10,5,0.6946648288845558,-0.06084971762264613,3.6472679857127503
2022,9,595879,Javier Báez,27.9,1.85,10.957180952,4.696933333,3.6130256407692305,48.96449999999999,1.95,9,2,0.8058310361056948,0.044673320954434104,3.6130256407692305
2022,10,592663,J.T. Realmuto,28.7,1.82,12.115241176,4.642758824,3.5713529415384615,51.20797499999999,1.95,21,1,0.9219739473218932,0.14768905836627766,3.5713529415384615
2022,11,643396,Isiah Kiner-Falefa,28.4,1.8,12.344880734,4.535688073,3.528731816709255,52.067139999999995,1.982,22,4,0.8352676315384231,0.06680258264372241,3.528731816709255
2022,12,681082,Bryson Stott,29.0,1.77,11.961878049,4.51182439,3.4706341461538464,56.700799999999994,2.08,12,4,0.7568236465567199,-0.02435766232094949,3.4706341461538464
2022,13,677951,Bobby Witt Jr.,30.3,1.75,13.020939024,4.500591463,3.461993433076923,57.28215,1.99,30,7,0.8069832518497885,-0.01652302175215714,3.461993433076923
2022,14,641857,Ryan McMahon,25.8,1.79,10.081747368,4.470447368,3.438805667692308,46.7883,1.95,7,3,0.7262197718460744,-0.03690339737060644,3.438805667692308
2022,15,656941,Kyle Schwarber,26.4,1.82,11.027303483,4.432248756,3.40942212,48.31199999999999,2.0,10,1,0.8683310361056948,0.11115232449911261,3.40942212
2023,1,669743,Alex Call,28.8,1.81,12.988813333,4.333453333,4.861401540273726,52.19711999999999,1.97,9,8,0.5860589353495963,-0.19040514026213284,4.861401540273726
2023,2,605141,Mookie Betts,27.2,1.79,12.429531646,5.642240506,4.3401850046153845,50.46552,1.995,14,3,0.8133316626223235,0.05738017535989881,4.3401850046153845
2023,3,665862,Jazz Chisholm Jr.,28.4,1.72,12.165130769,5.637923077,4.336863905384615,53.16763999999999,1.94,22,3,0.8631098859230373,0.09464483702833659,4.336863905384615
2023,4,678662,Ezequiel Tovar,28.1,1.8,12.819713656,5.417185022,4.167065401538461,49.385749999999994,1.9,11,5,0.7092045989376723,-0.054517189757252504,4.167065401538461
2023,5,665923,Esteury Ruiz,29.6,1.73,14.319311111,5.684355556,4.14934829301552,54.41664,1.915,67,13,0.8340387832669544,0.03583489496176229,4.14934829301552
2023,6,680869,Zack Gelof,29.0,1.78,12.159210884,5.35655102,4.120423861538462,52.874249999999996,1.95,14,2,0.8520617417948151,0.07088043291714574,4.120423861538462
2023,7,624428,Adam Frazier,26.5,1.79,12.576537879,5.210234848,4.007872959999999,48.7354875,1.9775,11,4,0.7446648288845559,-0.011941809733008846,4.007872959999999
2023,8,681546,James Outman,28.9,1.71,12.713019802,5.209613861,4.007395277692308,56.34632999999999,2.01,16,3,0.8288873574037966,0.05012447515138285,4.007395277692308
2023,9,608070,José Ramírez,27.8,1.77,12.295364583,5.031840278,3.8706463676923075,51.28405,1.9625,28,6,0.8177768353254132,0.05772172696912714,3.8706463676923075
2023,10,608070,José Ramírez,27.8,1.8,12.295364583,5.031840278,3.8706463676923075,51.28405,1.9625,28,6,0.8177768353254132,0.05772172696912714,3.8706463676923075
2023,11,500743,Miguel Rojas,26.4,1.86,12.167167785,4.370013423,3.809950673931996,46.78343999999999,1.98,8,3,0.7433310361056948,-0.01384767550088739,3.809950673931996
2023,12,547180,Bryce Harper,27.6,1.77,11.668186722,4.916755187,3.7821193746153843,49.2936,1.9,11,3,0.7838577146153219,0.025648959895273937,3.7821193746153843
2023,13,665926,Andrés Giménez,29.2,1.74,11.260161491,4.077695652,3.7588951582067014,55.679046666666665,1.9966666666666668,30,6,0.8266657701875882,0.040288748105695604,3.7588951582067014
2023,14,641584,Jake Fraley,28.0,1.71,12.234175182,4.711321168,3.624093206153846,53.505199999999995,1.97,21,5,0.8030095670222941,0.04062962509148682,3.624093206153846
2023,15,595879,Javier Báez,28.1,1.83,10.957180952,4.696933333,3.6130256407692305,49.35203,1.93,12,0,0.9348997986877128,0.17117800999278798,3.6130256407692305
2024,1,678662,Ezequiel Tovar,28.1,1.81,12.819713656,5.417185022,4.765712168558107,51.18696,1.98,6,5,0.6183310361056948,-0.14539075258922995,4.765712168558107
2024,2,656305,Matt Chapman,28.7,1.79,11.095823529,4.584886555,4.530520311264822,53.91582,2.02,15,2,0.858786208076869,0.08450131912125347,4.530520311264822
2024,3,666139,Josh Lowe,28.4,1.73,12.320161616,4.644191919,4.4198853219228145,52.619519999999994,1.93,25,1,0.9320418250868102,0.16357677619210953,4.4198853219228145
2024,4,605141,Mookie Betts,26.7,1.82,12.429531646,5.642240506,4.3401850046153845,46.41795,1.9000000000000001,16,2,0.8649259381604834,0.10910458556724156,4.3401850046153845
2024,5,665862,Jazz Chisholm Jr.,28.6,1.73,12.165130769,5.637923077,4.336863905384615,54.545919999999995,1.9866666666666666,40,10,0.7980599377762021,0.025834615492129176,4.336863905384615
2024,6,681082,Bryson Stott,29.1,1.75,11.961878049,4.51182439,4.20879140858209,54.7371,1.98,32,3,0.897332414442278,0.11361305895478291,4.20879140858209
2024,7,641584,Jake Fraley,28.3,1.69,12.234175182,4.711321168,4.1380362485470075,54.91332,1.9799999999999998,20,5,0.7964432192563706,0.029678877079499566,4.1380362485470075
2024,8,680869,Zack Gelof,28.7,1.76,12.159210884,5.35655102,4.120423861538462,53.971785,1.99,25,3,0.8755544417482157,0.10126955279260019,4.120423861538462
2024,9,670764,Taylor Walls,27.8,1.73,12.974603659,4.370176829,4.1111729341486365,50.64048,1.98,16,4,0.7957318631076447,0.035676754751358564,4.1111729341486365
2024,10,670764,Taylor Walls,27.8,1.81,12.974603659,4.370176829,4.1111729341486365,50.64048,1.98,16,4,0.7957318631076447,0.035676754751358564,4.1111729341486365
2024,11,650333,Luis Arraez,26.7,1.77,11.507441088,5.097534743,3.921180571538461,48.06267,1.915,9,3,0.7584292104524186,0.002607857859176832,3.921180571538461
2024,12,661388,William Contreras,26.4,1.84,10.259566038,5.043672956,3.8797484276923075,46.58939999999999,1.95,9,2,0.8058310361056948,0.04865232449911261,3.8797484276923075
2024,13,681297,Colton Cowser,28.2,1.74,11.27098913,4.832184783,3.879333438199765,53.18872499999999,1.975,9,4,0.7162942543161732,-0.04888900112743921,3.879333438199765
2024,14,608070,José Ramírez,28.2,1.74,12.295364583,5.031840278,3.8706463676923075,52.515449999999994,1.95,41,7,0.8470433316545494,0.08186007621093694,3.8706463676923075
2024,15,608070,José Ramírez,28.2,1.79,12.295364583,5.031840278,3.8706463676923075,51.14069999999999,1.95,41,7,0.8470433316545494,0.08186007621093694,3.8706463676923075
2025,1,687597,Jordan Beck,28.7,1.79,11.927847222,4.215555556,4.984104464412391,50.71289999999999,1.9,19,8,0.7154155180528474,-0.058869370902768114,4.984104464412391
2025,2,608070,José Ramírez,28.4,1.75,12.295364583,5.031840278,4.648788679772739,51.53179999999999,1.91,44,7,0.8552374388873414,0.0867723899926407,4.648788679772739
2025,3,608070,José Ramírez,28.4,1.78,12.295364583,5.031840278,4.648788679772739,51.53179999999999,1.91,44,7,0.8552374388873414,0.0867723899926407,4.648788679772739
2025,4,605141,Mookie Betts,26.9,1.82,12.429531646,5.642240506,4.3401850046153845,47.99632499999999,1.95,8,2,0.7928864385127412,0.03737189200553925,4.3401850046153845
2025,5,665862,Jazz Chisholm Jr.,27.6,1.77,12.165130769,5.637923077,4.336863905384615,50.590799999999994,1.95,31,8,0.7930294676747981,0.03482071295475009,4.336863905384615
2025,6,624428,Adam Frazier,26.6,1.78,12.576537879,5.210234848,4.007872959999999,48.00103,1.93,8,6,0.6259629777732167,-0.13019120783990057,4.007872959999999
2025,7,650333,Luis Arraez,26.5,1.79,11.507441088,5.097534743,3.921180571538461,48.05775,1.95,11,4,0.7446648288845559,-0.011941809733008846,3.921180571538461
2025,8,661388,William Contreras,26.2,1.84,10.259566038,5.043672956,3.8797484276923075,45.76222999999999,1.93,6,4,0.6595531051794078,-0.09912861235892334,3.8797484276923075
2025,9,672640,Otto Lopez,28.5,1.79,12.599485632,4.495571839,3.839415696472799,51.684749999999994,1.95,15,6,0.7266652529881199,-0.043620122608981404,3.839415696472799
